,Country_Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
226,Seychelles,398307169.860405,461409398.855893,504230620.551871,517570058.151034,540733047.733048,535250347.089479,598966982.350186,647287375.762528,662838614.880674,654212394.27164,662064155.920692,742134837.50919,750847230.099263,893012218.181818,977899381.818182,1081441283.31798,1077308813.82945,979597394.293453,851064347.087496,981917973.654922,1059249931.66967,1089880685.4713,1324915185.0959,1387576450.14334,1391427967.33495,1458954073.30681,1529773473.31153,1588050311.16454,1645090567.04612,1183515314.03478,1286687308.25807,1588438144.37685
227,Syrian Arab Republic,27756258351.8931,33107349665.9243,36860133630.2895,45086948775.0557,50866369710.4677,61546280623.608,66420400890.8686,70418173719.3764,72970334075.7238,80590022271.7149,86771314031.1804,90558485523.3853,95693808463.2517,112863340757.238,134203830734.967,153799910913.14,180030111358.575,218089977728.285,224561692650.334,252518218262.806,67539428159.4474,43190318032.5627,21361254634.9336,21502061466.067,16468399173.0006,12598742889.2732,16369724424.2585,21496337948.9175,22600896342.9399,11156757922.0385,8969512933.38826,
228,Turks and Caicos Islands,,,,,,,,,,,358744800.0,366707900.0,409753600.0,485598800.0,578645800.0,721891500.0,773489700.0,862683600.0,703175800.0,686787800.0,728789600.0,727161000.0,754238000.0,841070000.0,942070000.0,1032452000.0,1022365000.0,1113178000.0,1197415000.0,924583000.0,1044778790.0,1138808881.1
229,Chad,1877137981.75712,1881847669.69794,1463251163.9188,1179837963.22213,1445919894.57661,1607345355.78298,1544689576.92712,1744794531.21401,1534673583.2487,1388506771.58756,1710843377.00119,1997005708.81576,2742815071.5744,4422855660.82592,6649307523.64377,7428701453.91509,8650137743.32547,10393833765.3651,9290728318.98821,10668103554.1192,12172308851.0395,12367362757.1342,12953534866.4286,13940767218.5849,10950392256.9543,10097778098.1707,10000394381.0177,11239167898.3395,11314951091.7283,10715396042.3343,11779981332.8631,12704149840.2283
230,East Asia & Pacific (IDA & IBRD countries),752432351747.37,876266386396.824,1063972475369.76,1070596761938.34,1320494506325.39,1516559018018.29,1568778371281.75,1431500901662.58,1576186529001.33,1734113865557.17,1844967780095.86,2041967134708.25,2311121145269.92,2679749403397.96,3104002019660.15,3738289871387.02,4726056492626.06,5979810899729.63,6483330322061.3,7890849701684.84,9638828252887.68,10746699916765.3,11855460858548.1,12784356235858.6,13306939164821.9,13597778727368.9,14862792217017.2,16619858519557.6,17192007435430.8,17465796008751.6,20813163295456.1,21167325456079.4
231,Europe & Central Asia (IDA & IBRD countries),995788653279.654,931485784159.174,928725528824.848,834828070354.583,924001755656.671,950621808513.41,980496944235.474,947828018893.934,821675351388.169,894544565018.176,909540950477.432,1022699839151.1,1258196358985.56,1628013641798.5,2039291684089.26,2466363755929.98,3172403579220.17,3926829039903.42,3113730517230.92,3657668750248.08,4449815096966.39,4646400812533.98,4915322787867.55,4643909258334.67,3627524552717.48,3485669672370.61,3909241583631.23,4076953150706.89,4159143876282.08,3900173017455.42,4616362221588.67,5189746524698.23
232,Togo,1602299811.80645,1692959103.78425,1233496937.81395,982624331.585265,1309382817.12622,1465448204.40008,1498950970.99596,1587346018.24022,1576672666.13034,1491891156.27182,1482437766.22601,1706698033.01876,2115836258.25578,2259992505.14896,2281483015.5667,2351584495.8792,3759962853.26476,4578847112.70688,4721888275.26937,4746386893.22553,5422439152.10906,5413541649.14901,6021729629.82454,6393314707.85456,5755457836.01866,6071167584.1951,6387424239.8801,7029215766.46367,6992654019.28876,7486031561.86885,8443112143.23844,8341225241.45693
233,Thailand,98234714971.0612,111452746517.655,128889262951.157,146683778959.101,169278916592.843,183035237429.281,150180456565.728,113675596787.738,126669211778.94,126392224253.794,120296476180.402,134300904400.022,152280615245.887,172895685154.658,189318408468.595,221758296021.621,262942621455.053,291382982430.951,281710630187.319,341104766329.17,370818739623.622,397558325278.579,420333654592.547,407339040197.651,401296238228.084,413366349747.508,456356813536.764,506754208404.485,543976691793.886,500457264955.763,505568063988.806,495423343049.622
234,Tajikistan,2536585365.85366,1909246640.78093,1646693642.12127,1522018435.70705,1231567145.36448,1043654822.33503,921517486.668177,1320199581.52261,1086612582.86366,860541842.263697,1080772703.1461,1221106073.04545,1555318430.74928,2076176636.45758,2312352267.96248,2830213562.63077,3719524180.7389,5161299725.27673,4979471963.83187,5642221528.6282,6522755783.43972,7633036366.08862,8448410727.21353,9112606074.45562,8271431932.39205,6992416096.89018,7536403146.65439,7765000282.26569,8300813889.60795,8133963813.07025,8937805347.13963,10492123387.7931
235,Turkmenistan,2950000000.0,3200000000.0,3180952380.95238,2560939794.41997,2482249252.85059,2378759975.44506,2450350625.10407,2605689134.49042,2450564100.18292,2904663310.9825,3534772732.39746,4462029108.72349,5977440582.80171,6838351088.46688,8103901996.37024,10276674364.8961,12664165103.1895,19271523178.8079,20214385964.9123,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36169428571.4286,37926285714.2857,40765428571.4286,45232857142.8571,45818000000.0,50007428571.4286,56542857142.8571
236,Latin America & the Caribbean (IDA & IBRD countries),1187260885890.04,1293171728057.12,1534916859960.34,1733953770927.54,1853964429260.1,2014992698592.39,2210296016800.02,2231266382090.11,2000304935579.08,2212445482711.99,2159748619392.63,1925774689420.98,1958739530341.29,2262602309478.6,2749008665063.56,3231124397066.96,3822817021789.9,4460896971421.85,4173919028802.26,5207430282655.3,5935880342799.34,6001429314837.82,6148458445163.49,6265139094657.66,5192258651802.86,5051195544946.59,5626747446682.67,5500845963862.15,5409465895796.12,4561170249972.34,5281323492901.43,6001569526439.77
237,Timor-Leste,,,,,,,,,,366924300.0,477443500.0,469455500.0,490439100.0,440772000.0,462268000.0,453792400.0,542795400.0,648523600.0,726937800.0,881909300.0,1042534600.0,1160555000.0,1395727400.0,1447535200.0,1595205100.0,1652603700.0,1598208400.0,1566157200.0,2027034000.0,2162619200.0,3621958000.0,3204753000.0
238,Middle East & North Africa (IDA & IBRD countries),267675262406.498,297142477968.024,310834752638.661,339555359696.217,376446169540.366,425196434910.155,448652237427.467,461876753126.164,501953663208.792,531888592461.127,538316194815.908,524740281472.209,573739455559.387,681175304708.106,803395814731.474,936958782128.502,1142496171501.86,1408940145252.05,1370510388142.02,1578098825455.63,1625215015080.72,1752600144095.22,1610532053136.03,1586867026417.67,1425097284819.95,1460439521098.02,1460779774200.84,1385560841904.96,1391490811719.89,1269352235058.67,1482949612658.02,1677609783946.68
239,Tonga,132201141.446861,137066290.550071,138489884.393064,195990986.21421,208871665.748682,222100576.345483,214991452.314998,191504892.761394,199208717.501913,204848487.806485,181117230.406546,182764280.828501,202246591.215502,230657627.231323,261803684.241754,292230662.399012,298519024.14082,344436582.075764,312377678.83941,366832215.189578,414533117.692299,470705196.432659,450650633.04135,439877614.419206,437003078.563584,420548712.433288,460374354.847247,488906838.594866,512053692.078675,484796854.918756,469228219.665791,
240,South Asia (IDA & IBRD),362086643424.485,384546459006.514,380914811392.99,432114259474.231,479616531671.044,524715251563.746,550444437662.759,558153189409.898,598033332783.548,647686504213.635,663315346921.869,695416323416.856,811619434178.715,941543875013.262,1075732708524.25,1220695824211.18,1535949630979.41,1559598183074.45,1702620252614.52,2082235871786.71,2293960102339.4,2327825468877.16,2389729692833.0,2614764107326.58,2733399604482.97,3010885154564.81,3433943646490.54,3534083235323.88,3658216510053.27,3489923527067.67,4062850047299.39,4390347563465.91
241,Sub-Saharan Africa (IDA & IBRD countries),401835601959.637,361703838925.34,365328274669.429,373323426402.362,476009200002.753,530381466553.707,558559464614.684,562743780314.643,399807853242.212,424190717152.982,406812918059.95,443148058332.92,558141609069.783,693283108166.621,823425641880.834,973649819318.576,1128673253084.49,1279544309271.44,1231672697171.96,1465215490467.22,1653394890750.09,1717443724523.61,1820439942754.1,1901497484757.43,1701776666914.07,1582166358879.25,1714024580927.1,1780679619928.75,1829596580378.4,1715842671714.98,1931458241338.34,2060531397309.08
242,Trinidad and Tobago,5307905882.35294,5439552941.17647,4669488516.37981,4947205860.01451,5329214163.22001,5759537726.26601,5737751331.63779,6043694330.21609,6808982520.75759,8154338232.95978,8824873259.32105,9008273720.93395,11305459802.0683,13280275123.0354,15982282462.3786,18369361094.3886,21641620049.9352,27871587349.5413,19172165225.5015,22157948396.2042,25433011405.3017,27334581560.2837,28709988700.2142,29699968760.7278,27026080986.578,23713671528.1421,24040299977.8745,24569079488.3913,23775754304.6652,20807571314.3043,24496505940.6673,30053575132.142
243,Tunisia,13074782608.6957,15496708060.4184,14608335608.1543,15633174304.0905,18030876599.3444,19587161806.7655,20746210353.845,21802893587.126,22943202174.9668,21473528160.7782,22065832448.8623,23141616604.5242,27453902261.4629,31183885241.4396,32272186694.8043,34376664600.5898,38915353866.757,44859439902.2191,43455740497.3061,46206091937.9628,48123325825.0739,47311401812.6733,48685446413.953,50271812920.612,45779494041.9295,44360072680.4476,42163530590.9462,42686580020.8322,41905540184.424,42538289933.2162,46687293140.3377,46303552449.3542
244,Turkiye,151034731543.624,159104772991.851,180415757851.616,130650447499.071,169319579016.25,181464408820.097,189878399894.643,275941990764.18,256395932738.435,274294623164.043,201753123806.695,240249071871.106,314595572145.767,408865430220.331,506314717661.655,557076157773.479,681321124295.914,770449132861.373,649289324627.732,776967266305.53,838785289694.35,880555885492.269,957799120008.32,938934609296.966,864313810469.009,869682881593.041,858988492853.742,778972199727.859,761005946788.221,720338498174.744,819865253669.661,907118435952.688
245,Tuvalu,9365486.89937963,9742606.01858924,9631024.91567838,10887215.5823684,11025675.4282512,12335203.3825222,12701093.9749737,12757408.4637285,13687141.1058778,15073975.5349377,13964732.327114,16842672.5952874,19456338.0318228,22798274.9795551,22909979.8163078,24096875.4635825,28450168.692765,31874434.857882,28076983.9703819,32105408.4771121,39196957.4908996,39345579.4723758,38615890.6320745,38760982.6540096,36811936.0824587,41629064.2232388,45276595.3533146,48015259.8751356,54123198.5662913,51746594.3148543,60196405.7138393,59065979.0227679
246,Tanzania,4956587894.07981,4601413526.28306,4257702017.94111,4510847189.15431,5255221040.79085,6496195820.23633,7683852496.84499,12270448552.512,12708703446.6482,13376365874.8449,13568654924.4694,14134511339.163,15216719215.2206,16678796641.9005,18395383647.4975,18619859795.2852,21860434823.4808,27947821397.9272,29400573553.6075,32012892919.37,34657140096.4836,39650394362.9287,45648857242.315,49986726460.6805,47413919817.124,49774409374.4538,53274884532.7886,57003712892.0858,61026731925.9213,66068737786.0639,70655628147.8986,75732311666.039
247,Uganda,3321729159.62277,2857457761.90922,3220439044.18949,3990430446.71216,5755818842.49246,6044585326.938,6269333313.17108,6584815846.52754,5998563257.94659,6193246837.09687,5840503868.51573,6178563591.12051,6606884275.23087,7939487547.77384,9239221763.05793,9977647682.96954,11902564494.8833,14440404132.2047,25127805566.6584,26673441430.7857,27871725241.4723,27305915910.7877,28915786516.6123,32612397257.4458,32387183730.1002,29203988696.2626,30744473841.424,32927025619.6795,35348155095.4215,37605430214.3519,40510241365.8914,45567304608.4764
248,Ukraine,76666666666.6667,73906020558.0029,65648189143.7174,52549580264.8064,48213856468.5718,44558831005.0621,50151531591.7317,41882523345.1804,31580639553.8298,32375083934.8241,39309580983.2282,43956163612.0433,52010355753.0461,67220154164.3166,89238865118.5263,111884752475.248,148733861386.139,188110390659.515,121552153444.124,141209170427.233,169333835201.554,182591753827.949,190498811460.028,133503871861.723,91030967789.0717,93355869403.9223,112090505081.739,130891088293.55,153883047509.577,156617722013.342,199765859570.935,160502737251.047
249,Upper middle income,2697545667058.34,2853560660608.48,3274100387475.53,3371475768953.19,3764707901527.85,4103660301262.65,4368593575977.29,4197253024803.81,4018486713613.68,4452467033101.52,4473535602250.16,4537592261803.34,5088581599981.57,6067168588926.78,7262800479007.17,8647104081104.99,10685408075326.4,13004669108217.2,12563513702323.4,15404029761165.8,18586822183033.1,19883675355488.0,21268492949592.6,21874590740590.2,20559996802665.8,20510053202252.5,22686712042217.4,24376030533340.2,24832086863829.0,23959410661464.3,28933254272818.9,30609458161507.9
250,Uruguay,11206176650.9075,12878148790.7348,15002136971.1745,17474588895.8918,19297663096.5506,20515458113.5857,23969739233.8966,25385886977.5228,23983945190.6202,22823270892.1094,20898761742.2386,13606515722.5864,12045638351.8507,13686329890.1191,17362857683.8545,19741420739.8901,23797773024.3992,31119602538.8322,32708319077.5179,41950361211.9581,50342406067.0777,54232266358.7811,61337621933.7857,61496186973.902,57680327998.6689,57480788380.312,65006047680.3225,65203071817.9812,62048585618.505,53666908053.7655,61412268248.9461,71177146197.4951
251,United States,6158129000000.0,6520327000000.0,6858559000000.0,7287236000000.0,7639749000000.0,8073122000000.0,8577554457000.0,9062818202000.0,9631174489000.0,10250947997000.0,10581929774000.0,10929112955000.0,11456442041000.0,12217193198000.0,13039199193000.0,13815586948000.0,14474226905000.0,14769857911000.0,14478064934000.0,15048964444000.0,15599728123000.0,16253972230000.0,16843190993000.0,17550680174000.0,18206020741000.0,18695110842000.0,19477336549000.0,20533057312000.0,21380976119000.0,21060473613000.0,23315080560000.0,25439700000000.0
252,Uzbekistan,13677622222.2222,12941297376.0933,13099013835.5111,12899156990.6156,13350468917.4115,13948892215.5689,14744603773.5849,14988971210.8383,17078465982.0282,13760513969.314,11401421329.1974,9687788512.80184,10134453435.4603,12030023547.8807,14307509838.8053,17330833852.919,22311393927.8817,29549438883.8338,33689223673.2577,49765676402.4495,60178909297.208,67517349212.0609,73180037911.4173,80845385816.4497,86196264741.8842,86138288632.5513,62081322740.0162,52870108217.2949,60283503705.3907,60224701296.7885,69600614987.3509,80391853887.4049
253,St. Vincent and the Grenadines,254829629.62963,277955555.555556,286307407.407407,289437037.037037,316007407.407407,331488888.888889,347770370.37037,373618518.518519,390718518.518519,427946037.037037,462072333.333333,487763851.851852,509090888.888889,549900185.185185,579948925.925926,643501148.148148,713596666.666667,732663259.259259,714300259.259259,720447888.888889,713796370.37037,730032592.592593,764781259.259259,770900000.0,786555555.555555,814303703.703704,844037037.037037,884329629.62963,910766666.666667,869111111.111111,872222222.222222,948559259.259259
254,"Venezuela, RB",53453444786.6256,60416519620.0849,60037460783.1941,58418666666.6667,77389487770.0883,70543211119.099,85837678559.8324,91336763255.0597,97972842461.5131,117146466002.661,122911036746.729,92893587733.6549,83620628582.1082,112451400424.964,145513489651.872,183477522123.894,230364012575.687,315953388510.678,329787628928.471,393192354510.653,316482190800.364,381286237847.667,371005379786.566,482359318767.703,,,,,,,,
255,British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Virgin Islands (U.S.),,,,,,,,,,,,3262000000.0,3443000000.0,3797000000.0,4428000000.0,4484000000.0,4784000000.0,4244000000.0,4201000000.0,4324000000.0,4223000000.0,4089000000.0,3738000000.0,3565000000.0,3663000000.0,3798000000.0,3794000000.0,3923000000.0,4121000000.0,4189000000.0,4444000000.0,
257,Viet Nam,9613369520.41885,9866990236.43587,13180953598.1716,16286433533.3228,20736164458.9505,24657470574.7501,26843700441.5482,27209602050.0452,28683659006.7752,31172518403.3162,32685198808.5549,35064105500.8344,39552513231.9169,45427854693.2554,57633255738.1992,66371664817.0436,77414425532.2452,99130304099.1274,106014659565.214,147201173196.979,172595049183.925,195590661129.249,213708811665.34,233451469642.519,239258328381.741,257096001177.982,281353605986.903,310106478394.659,334365270496.667,346615738537.796,366137569122.215,408802378904.838
258,Vanuatu,201334169.054441,209088824.608438,200491853.167847,233701301.490486,249333250.082507,261370044.486614,272771209.113662,262293410.708334,268006972.690296,272014627.835262,257926881.72043,262596535.549028,314471413.001776,364996869.129618,394962433.029368,439358586.535588,516392922.513728,590748429.401902,592622319.145664,670712979.682038,770153588.218833,747839697.746593,758304466.245339,772315983.81843,730870802.967051,780889605.899977,880061833.690341,914736985.430944,936526267.622513,909421043.508407,971636097.850666,1055811723.74753
259,World,23932506768140.4,25623906924793.2,26235071296754.4,27997506090383.2,31175460550856.0,31899770175146.7,31797633354814.9,31748589989088.2,32784571900951.0,33898969364124.9,33689211605170.5,34982494436235.9,39219228352279.8,44195418733419.1,47859243040843.6,51862621936457.3,58446784384979.0,64227645495873.9,60885970983756.1,66707071764655.2,73965141177386.5,75612548773168.4,77714723867935.4,79837156825125.5,75283270551825.6,76518978973625.2,81484101071460.5,86542678179030.5,87777403956321.1,85257737349905.5,97529676807424.8,101325686724630.0
260,Samoa,125597205.422315,132303041.36253,133122897.196262,221098106.508876,224865731.381903,249907868.772424,285475591.89651,269485244.15511,255408060.259486,258856139.798489,266299591.479428,281790134.211972,333426188.41876,407747565.096959,476801793.159429,499923757.780736,573548459.833372,641346191.664776,628006115.424052,680260907.153983,744097050.169115,773141661.165548,797736334.281305,796683519.593842,824150498.653536,843924796.697421,884844384.463214,878448433.404342,912950466.064906,868898358.266437,843923638.733018,832945205.637185
261,Kosovo,,,,,,,,,,,,,,,,,,5181776768.71247,5015894692.97027,5343950556.07185,6341613609.97976,6163484244.63408,6735328609.6594,7074394734.88431,6295848422.71573,6682677289.98994,7180764703.35718,7878759714.82322,7899737577.47286,7717145217.81247,9412034299.23122,9409473517.95304
262,"Yemen, Rep.",14665445462.1149,17959367194.005,21736802664.4463,28019483763.5304,12796345679.0123,6496163615.66086,6838298530.54911,6322175565.94651,7639325295.88287,9679316770.18633,9852990692.98714,10693430511.4664,11777532683.2358,13867634396.2337,16731566688.396,19063143369.858,21650528638.3687,26910855851.5641,25130278253.5659,30906749533.221,32726417878.2943,35401331609.4492,40415233436.0816,43228585321.3875,42444489460.8016,31317824906.4394,26842228804.5628,21606160777.1719,,,,
263,South Africa,135203698237.977,146956150986.636,147194747565.75,153512712381.836,171735933897.331,163234925380.563,168978057327.73,152982984557.233,151516957078.536,151752757215.309,135429905922.526,129087556612.449,197018965308.697,255806908594.573,288867217196.534,303858675363.643,333077117253.684,316131258616.309,329754060647.129,417363822801.713,458199494830.834,434400545085.811,400886013595.573,381198869776.106,346709790458.563,323585509674.481,381448814654.62,405260723892.868,389330032221.07,338291396025.956,420117812463.841,405270850099.387
264,Zambia,3376791460.39604,3181921787.7095,3273505343.85539,3656806165.78848,3806983413.16416,3597220962.00017,4303288479.7086,3537741941.89367,3404284890.5306,3600632111.41414,4094441301.21423,4193850445.42632,4901869764.05957,6221110219.45542,8331870169.14977,12756858899.2812,14056957976.2648,17910858637.9048,15328342303.9575,20265559483.8548,23459515275.5776,25503060420.026,28037239462.7142,27141023558.0829,21251216798.7762,20958412538.3093,25873601260.8353,26311507273.6735,23308667781.2258,18110638269.2238,22096416933.7902,29163782138.3415
265,Zimbabwe,8641481700.0,6751472200.0,6563813300.0,6890675000.0,7111270700.0,8553146600.0,8529571600.0,6401968200.0,6858013100.0,6689957600.0,6777384700.0,6342116400.0,5727591800.0,5805598400.0,5755215200.0,5443896500.0,5291950100.0,4415702800.0,9665793300.0,12041655200.0,14101920300.0,17114849900.0,19091020000.0,19495519600.0,19963120600.0,20548678100.0,17584890936.6523,34156069918.0609,21832234921.1762,21509698406.6618,28371238665.8646,27366627153.0852
